activateable,associateEntityType,associateParentEntity,createable,custom,customSetting,deepCloneable,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isInterface,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
False,ChangeEvent,CommSubscriptionConsent,False,False,False,False,False,False,False,False,False,False,,Communication Subscription Consent Change Event,Communication Subscription Consent Change Event,False,False,False,CommSubscriptionConsentChangeEvent,False,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CommSubscriptionConsentChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/CommSubscriptionConsentChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/CommSubscriptionConsentChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/CommSubscriptionConsentChangeEvent')])"
False,History,CommSubscriptionConsent,False,False,False,False,False,False,False,False,False,False,,Communication Subscription Consent  History,Communication Subscription Consent  History,False,False,False,CommSubscriptionConsentHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CommSubscriptionConsentHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/CommSubscriptionConsentHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/CommSubscriptionConsentHistory')])"
False,Share,CommSubscriptionConsent,True,False,False,False,True,False,False,False,False,False,,Communication Subscription Consent Share,Communication Subscription Consent Share,False,False,False,CommSubscriptionConsentShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CommSubscriptionConsentShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/CommSubscriptionConsentShare/describe'), ('sobject', '/services/data/v57.0/sobjects/CommSubscriptionConsentShare')])"
False,History,CommSubscription,False,False,False,False,False,False,False,False,False,False,,Communication Subscription  History,Communication Subscription  History,False,False,False,CommSubscriptionHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CommSubscriptionHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/CommSubscriptionHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/CommSubscriptionHistory')])"
False,Share,CommSubscription,True,False,False,False,True,False,False,False,False,False,,Communication Subscription Share,Communication Subscription Share,False,False,False,CommSubscriptionShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CommSubscriptionShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/CommSubscriptionShare/describe'), ('sobject', '/services/data/v57.0/sobjects/CommSubscriptionShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,0al,Communication Subscription Timing,Communication Subscription Timings,True,False,True,CommSubscriptionTiming,True,True,True,True,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/CommSubscriptionTiming/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/CommSubscriptionTiming/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/CommSubscriptionTiming/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/CommSubscriptionTiming/describe'), ('quickActions', '/services/data/v57.0/sobjects/CommSubscriptionTiming/quickActions'), ('layouts', '/services/data/v57.0/sobjects/CommSubscriptionTiming/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/CommSubscriptionTiming')])"
False,History,CommSubscriptionTiming,False,False,False,False,False,False,False,False,False,False,,Communication Subscription Timing  History,Communication Subscription Timing  History,False,False,False,CommSubscriptionTimingHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CommSubscriptionTimingHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/CommSubscriptionTimingHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/CommSubscriptionTimingHistory')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Ah,Conference Number,Conference Numbers,False,False,False,ConferenceNumber,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ConferenceNumber/{ID}'), ('describe', '/services/data/v57.0/sobjects/ConferenceNumber/describe'), ('sobject', '/services/data/v57.0/sobjects/ConferenceNumber')])"
False,,,False,False,False,False,False,False,False,False,False,False,0H4,Connected App,Connected Apps,False,False,False,ConnectedApplication,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ConnectedApplication/{ID}'), ('describe', '/services/data/v57.0/sobjects/ConnectedApplication/describe'), ('sobject', '/services/data/v57.0/sobjects/ConnectedApplication')])"
False,,,True,False,False,False,True,False,False,False,False,False,003,Contact,Contacts,True,True,True,Contact,True,True,True,True,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Contact/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Contact/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/Contact/describe/approvalLayouts'), ('listviews', '/services/data/v57.0/sobjects/Contact/listviews'), ('describe', '/services/data/v57.0/sobjects/Contact/describe'), ('quickActions', '/services/data/v57.0/sobjects/Contact/quickActions'), ('layouts', '/services/data/v57.0/sobjects/Contact/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Contact')])"
False,ChangeEvent,Contact,False,False,False,False,False,False,False,False,False,False,,Contact Change Event,Contact Change Event,False,False,False,ContactChangeEvent,False,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/ContactChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/ContactChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactChangeEvent')])"
False,,,False,False,False,False,False,False,False,False,False,False,0mO,Contact Daily Metric,Contact Daily Metrics,False,False,False,ContactDailyMetric,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactDailyMetric/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactDailyMetric/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactDailyMetric')])"
False,History,Contact,False,False,False,False,False,False,False,False,False,False,,Contact History,Contact History,False,False,False,ContactHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactHistory')])"
False,,,False,False,False,False,False,False,False,False,False,False,0mL,Contact Monthly Metric,Contact Monthly Metrics,False,False,False,ContactMonthlyMetric,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactMonthlyMetric/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactMonthlyMetric/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactMonthlyMetric')])"
False,,,True,False,False,False,True,False,False,False,False,False,8lW,Contact Point Address,Contact Point Addresses,True,False,True,ContactPointAddress,True,True,True,True,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ContactPointAddress/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ContactPointAddress/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/ContactPointAddress/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/ContactPointAddress/describe'), ('quickActions', '/services/data/v57.0/sobjects/ContactPointAddress/quickActions'), ('layouts', '/services/data/v57.0/sobjects/ContactPointAddress/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ContactPointAddress')])"
False,ChangeEvent,ContactPointAddress,False,False,False,False,False,False,False,False,False,False,,Contact Point Address Change Event,Contact Point Address Change Event,False,False,False,ContactPointAddressChangeEvent,False,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointAddressChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/ContactPointAddressChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/ContactPointAddressChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointAddressChangeEvent')])"
False,History,ContactPointAddress,False,False,False,False,False,False,False,False,False,False,,Contact Point Address History,Contact Point Address History,False,False,False,ContactPointAddressHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointAddressHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactPointAddressHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointAddressHistory')])"
False,Share,ContactPointAddress,True,False,False,False,True,False,False,False,False,False,,Contact Point Address Share,Contact Point Address Share,False,False,False,ContactPointAddressShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointAddressShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactPointAddressShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointAddressShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,0ZX,Contact Point Consent,Contact Point Consents,True,False,True,ContactPointConsent,True,True,True,True,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ContactPointConsent/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ContactPointConsent/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/ContactPointConsent/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/ContactPointConsent/describe'), ('layouts', '/services/data/v57.0/sobjects/ContactPointConsent/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ContactPointConsent')])"
False,ChangeEvent,ContactPointConsent,False,False,False,False,False,False,False,False,False,False,,Contact Point Consent Change Event,Contact Point Consent Change Event,False,False,False,ContactPointConsentChangeEvent,False,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointConsentChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/ContactPointConsentChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/ContactPointConsentChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointConsentChangeEvent')])"
False,History,ContactPointConsent,False,False,False,False,False,False,False,False,False,False,,Contact Point Consent  History,Contact Point Consent  History,False,False,False,ContactPointConsentHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointConsentHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactPointConsentHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointConsentHistory')])"
False,Share,ContactPointConsent,True,False,False,False,True,False,False,False,False,False,,Contact Point Consent Share,Contact Point Consent Share,False,False,False,ContactPointConsentShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointConsentShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactPointConsentShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointConsentShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,9Vl,Contact Point Email,Contact Point Emails,True,False,True,ContactPointEmail,True,True,True,True,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ContactPointEmail/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ContactPointEmail/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/ContactPointEmail/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/ContactPointEmail/describe'), ('quickActions', '/services/data/v57.0/sobjects/ContactPointEmail/quickActions'), ('layouts', '/services/data/v57.0/sobjects/ContactPointEmail/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ContactPointEmail')])"
False,ChangeEvent,ContactPointEmail,False,False,False,False,False,False,False,False,False,False,,Contact Point Email Change Event,Contact Point Email Change Event,False,False,False,ContactPointEmailChangeEvent,False,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointEmailChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/ContactPointEmailChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/ContactPointEmailChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointEmailChangeEvent')])"
False,History,ContactPointEmail,False,False,False,False,False,False,False,False,False,False,,Contact Point Email History,Contact Point Email History,False,False,False,ContactPointEmailHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointEmailHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactPointEmailHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointEmailHistory')])"
False,Share,ContactPointEmail,True,False,False,False,True,False,False,False,False,False,,Contact Point Email Share,Contact Point Email Share,False,False,False,ContactPointEmailShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointEmailShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactPointEmailShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointEmailShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Ow,Contact Point Phone,Contact Point Phones,True,False,True,ContactPointPhone,True,True,True,True,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ContactPointPhone/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ContactPointPhone/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/ContactPointPhone/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/ContactPointPhone/describe'), ('quickActions', '/services/data/v57.0/sobjects/ContactPointPhone/quickActions'), ('layouts', '/services/data/v57.0/sobjects/ContactPointPhone/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ContactPointPhone')])"
False,ChangeEvent,ContactPointPhone,False,False,False,False,False,False,False,False,False,False,,Contact Point Phone Change Event,Contact Point Phone Change Event,False,False,False,ContactPointPhoneChangeEvent,False,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointPhoneChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/ContactPointPhoneChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/ContactPointPhoneChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointPhoneChangeEvent')])"
False,History,ContactPointPhone,False,False,False,False,False,False,False,False,False,False,,Contact Point Phone History,Contact Point Phone History,False,False,False,ContactPointPhoneHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointPhoneHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactPointPhoneHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointPhoneHistory')])"
False,Share,ContactPointPhone,True,False,False,False,True,False,False,False,False,False,,Contact Point Phone Share,Contact Point Phone Share,False,False,False,ContactPointPhoneShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointPhoneShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactPointPhoneShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointPhoneShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,0ZY,Contact Point Type Consent,Contact Point Type Consents,True,False,True,ContactPointTypeConsent,True,True,True,True,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ContactPointTypeConsent/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ContactPointTypeConsent/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/ContactPointTypeConsent/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/ContactPointTypeConsent/describe'), ('layouts', '/services/data/v57.0/sobjects/ContactPointTypeConsent/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ContactPointTypeConsent')])"
False,ChangeEvent,ContactPointTypeConsent,False,False,False,False,False,False,False,False,False,False,,Contact Point Type Consent Change Event,Contact Point Type Consent Change Event,False,False,False,ContactPointTypeConsentChangeEvent,False,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointTypeConsentChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/ContactPointTypeConsentChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/ContactPointTypeConsentChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointTypeConsentChangeEvent')])"
False,History,ContactPointTypeConsent,False,False,False,False,False,False,False,False,False,False,,Contact Point Type Consent  History,Contact Point Type Consent  History,False,False,False,ContactPointTypeConsentHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointTypeConsentHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactPointTypeConsentHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointTypeConsentHistory')])"
False,Share,ContactPointTypeConsent,True,False,False,False,True,False,False,False,False,False,,Contact Point Type Consent Share,Contact Point Type Consent Share,False,False,False,ContactPointTypeConsentShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactPointTypeConsentShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactPointTypeConsentShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactPointTypeConsentShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Tz,Contact Request,Contact Requests,True,False,True,ContactRequest,True,True,True,False,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ContactRequest/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ContactRequest/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactRequest/describe'), ('layouts', '/services/data/v57.0/sobjects/ContactRequest/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ContactRequest')])"
False,Share,ContactRequest,True,False,False,False,True,False,False,False,False,False,,Contact Request Share,Contact Request Share,False,False,False,ContactRequestShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactRequestShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactRequestShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactRequestShare')])"
False,Share,Contact,False,False,False,False,False,False,False,False,False,False,03s,Contact Share,Contact Share,False,False,False,ContactShare,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactShare')])"
False,Tag,Contact,True,False,False,False,True,False,False,False,False,False,,Contact Tag,Contact Tag,False,False,False,ContactTag,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContactTag/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContactTag/describe'), ('sobject', '/services/data/v57.0/sobjects/ContactTag')])"
False,,,True,False,False,False,True,False,False,False,False,False,03S,Asset File,Asset Files,False,False,False,ContentAsset,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentAsset/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentAsset/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentAsset')])"
False,,,False,False,False,False,False,False,False,False,False,False,05T,Content Body,Content Bodies,False,False,False,ContentBody,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentBody/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentBody/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentBody')])"
False,,,True,False,False,False,True,False,False,False,False,False,05D,Content Delivery,Content Deliveries,False,False,False,ContentDistribution,True,False,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentDistribution/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentDistribution/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentDistribution')])"
False,,,False,False,False,False,True,False,False,False,False,False,05H,Content Delivery View,Content Delivery Views,False,False,False,ContentDistributionView,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentDistributionView/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentDistributionView/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentDistributionView')])"
False,,,False,False,False,False,True,False,False,False,False,False,069,Content Document,Content Documents,True,False,True,ContentDocument,True,False,True,True,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ContentDocument/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ContentDocument/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentDocument/describe'), ('layouts', '/services/data/v57.0/sobjects/ContentDocument/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ContentDocument')])"
False,ChangeEvent,ContentDocument,False,False,False,False,False,False,False,False,False,False,,Content Document Change Event,Content Document Change Event,False,False,False,ContentDocumentChangeEvent,False,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentDocumentChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/ContentDocumentChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/ContentDocumentChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentDocumentChangeEvent')])"
False,History,ContentDocument,False,False,False,False,False,False,False,False,False,False,,Content Document History,Content Document History,False,False,False,ContentDocumentHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentDocumentHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentDocumentHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentDocumentHistory')])"
False,,,True,False,False,False,True,False,False,False,False,False,06A,Content Document Link,Content Document Link,True,False,False,ContentDocumentLink,True,False,True,False,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ContentDocumentLink/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ContentDocumentLink/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentDocumentLink/describe'), ('layouts', '/services/data/v57.0/sobjects/ContentDocumentLink/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ContentDocumentLink')])"
False,ChangeEvent,ContentDocumentLink,False,False,False,False,False,False,False,False,False,False,,Content Document Link Change Event,Content Document Link Change Event,False,False,False,ContentDocumentLinkChangeEvent,False,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentDocumentLinkChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/ContentDocumentLinkChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/ContentDocumentLinkChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentDocumentLinkChangeEvent')])"
False,,,False,False,False,False,True,False,False,False,False,False,057,Content Document Subscription,Content Document Subscriptions,False,False,False,ContentDocumentSubscription,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentDocumentSubscription/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentDocumentSubscription/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentDocumentSubscription')])"
False,,,True,False,False,False,True,False,False,False,False,False,07H,Content Folder,Content Folders,False,False,False,ContentFolder,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentFolder/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentFolder/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentFolder')])"
False,,,False,False,False,False,False,False,False,False,False,False,,Content Folder Item,Content Folder Items,True,False,False,ContentFolderItem,True,False,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ContentFolderItem/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ContentFolderItem/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentFolderItem/describe'), ('layouts', '/services/data/v57.0/sobjects/ContentFolderItem/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ContentFolderItem')])"
False,,,False,False,False,False,False,False,False,False,False,False,07v,Content Folder Link,Content Folder Links,False,False,False,ContentFolderLink,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentFolderLink/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentFolderLink/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentFolderLink')])"
False,,,False,False,False,False,True,False,False,False,False,False,07I,Content Folder Member,Content Folder Members,False,False,False,ContentFolderMember,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentFolderMember/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentFolderMember/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentFolderMember')])"
False,,,True,False,False,False,True,False,False,False,False,False,069,Note,Notes,True,False,True,ContentNote,True,False,True,True,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ContentNote/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ContentNote/{ID}'), ('listviews', '/services/data/v57.0/sobjects/ContentNote/listviews'), ('describe', '/services/data/v57.0/sobjects/ContentNote/describe'), ('quickActions', '/services/data/v57.0/sobjects/ContentNote/quickActions'), ('layouts', '/services/data/v57.0/sobjects/ContentNote/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ContentNote')])"
False,,,False,False,False,False,True,False,False,False,False,False,05V,Content Notification,Content Notifications,False,False,False,ContentNotification,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentNotification/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentNotification/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentNotification')])"
False,,,False,False,False,False,True,False,False,False,False,False,05Q,Content Tag Subscription,Content Tag Subscriptions,False,False,False,ContentTagSubscription,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentTagSubscription/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentTagSubscription/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentTagSubscription')])"
False,,,False,False,False,False,True,False,False,False,False,False,05S,Content User Subscription,Content User Subscriptions,False,False,False,ContentUserSubscription,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentUserSubscription/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentUserSubscription/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentUserSubscription')])"
False,,,True,False,False,False,False,False,False,False,False,False,068,Content Version,Content Versions,True,False,False,ContentVersion,True,False,True,True,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ContentVersion/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ContentVersion/{ID}'), ('describe', '/services/data/v57.0/sobjects/ContentVersion/describe'), ('layouts', '/services/data/v57.0/sobjects/ContentVersion/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ContentVersion')])"
False,ChangeEvent,ContentVersion,False,False,False,False,False,False,False,False,False,False,,Content Version Change Event,Content Version Change Event,False,False,False,ContentVersionChangeEvent,False,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ContentVersionChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/ContentVersionChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/ContentVersionChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/ContentVersionChangeEvent')])"
